episode,avalanche_id,event_number,q_over_b,start_time_s,end_time_s,duration_s,recovery_steps,affinity_start_Pa,affinity_min_Pa,affinity_end_Pa,LEFT_sigma_local_Pa_start,LEFT_sigma_local_Pa_end,delta_LEFT_sigma_local_Pa,RIGHT_sigma_local_Pa_start,RIGHT_sigma_local_Pa_end,delta_RIGHT_sigma_local_Pa,V_center_m3_start,V_center_m3_end,delta_V_center_m3,center_span_m_start,center_span_m_end,delta_center_span_m,LEFT_TJ_radius_m_start,LEFT_TJ_radius_m_end,delta_LEFT_TJ_radius_m,RIGHT_TJ_radius_m_start,RIGHT_TJ_radius_m_end,delta_RIGHT_TJ_radius_m,LEFT_neck_radius_m_start,LEFT_neck_radius_m_end,delta_LEFT_neck_radius_m,RIGHT_neck_radius_m_start,RIGHT_neck_radius_m_end,delta_RIGHT_neck_radius_m,GB_LEFT_m_start,GB_LEFT_m_end,delta_GB_LEFT_m,GB_RIGHT_m_start,GB_RIGHT_m_end,delta_GB_RIGHT_m,centroid_strain_start,centroid_strain_end,delta_centroid_strain,quota_strain_start,quota_strain_end,delta_quota_strain,energy_J_start,energy_J_end,delta_energy_J
935,2,12,0.11500000000000003,5266.296692305022,5266.297081803601,0.000389498579352221,1,12066.047539547086,12066.047539547086,30818.154136635363,6545302.074966196,6540235.5248413645,-5066.550124831498,23738355.011623196,23727719.461000524,-10635.550622671843,1.9526918372963783e-21,1.9526915772251252e-21,-2.6007125308541666e-28,3.248843793924952e-08,3.248843138573705e-08,-6.5535124682220225e-15,1.3858235350565495e-07,1.3857881746869532e-07,-3.5360369596363534e-12,1.3595659297063555e-07,1.3595713124265011e-07,5.382720145653224e-13,1.3858235350565495e-07,1.3857881746869532e-07,-3.5360369596363534e-12,1.3595659297063555e-07,1.3595713124265011e-07,5.382720145653224e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088443698956636e-08,1.608843714544416e-08,-6.5535124748394674e-15,-0.0008380305366342267,-0.0008383167974390648,-2.8626080483817873e-07,0.01727330684333076,0.01727330684333076,0.0,3.632393501197348e-13,3.632367740505309e-13,-2.5760692039179134e-18
936,2,12,0.11625000000000003,5268.385182540716,5268.385572039296,0.000389498579352221,1,4732.4946268722415,4732.4946268722415,28880.463826328516,6542461.981411906,6547424.599054171,4962.617642264813,23732837.746699452,23723723.802462276,-9113.944237176329,1.9526921959652105e-21,1.9526919017253715e-21,-2.9423983901952537e-28,3.248840435101636e-08,3.248839740106622e-08,-6.949950138940955e-15,1.385811958880337e-07,1.3857780248310424e-07,-3.393404929446969e-12,1.3595701756794947e-07,1.3595758818109865e-07,5.706131491805657e-13,1.385811958880337e-07,1.3857780248310424e-07,-3.393404929446969e-12,1.3595701756794947e-07,1.3595758818109865e-07,5.706131491805657e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088410110723475e-08,1.6088403160773333e-08,-6.9499501422496775e-15,-0.0008381960977692504,-0.0008384799952860789,-2.8389751682844633e-07,0.017275249410452147,0.017275249410452147,0.0,3.632390526639097e-13,3.632364796221668e-13,-2.5730417429193472e-18
937,2,12,0.11750000000000002,5271.731699022289,5271.732088520868,0.000389498579352221,1,2809.117649629712,2809.117649629712,29814.843236476183,6549652.69678229,6555821.571687162,6168.874904871918,23728843.00006319,23720061.691005766,-8781.309057421982,1.9526925204295213e-21,1.9526922158086216e-21,-3.0462089971321904e-28,3.2488370366126006e-08,3.2488363364559684e-08,-7.001566321660827e-15,1.3858018067192832e-07,1.385768192489417e-07,-3.361422986617487e-12,1.3595747453189895e-07,1.3595804925291755e-07,5.747210186026804e-13,1.3858018067192832e-07,1.385768192489417e-07,-3.361422986617487e-12,1.3595747453189895e-07,1.3595804925291755e-07,5.747210186026804e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088376125833122e-08,1.6088369124266794e-08,-7.001566328278272e-15,-0.0008383592927450056,-0.0008386423215513972,-2.830288063915276e-07,0.017277191977573526,0.017277191977573526,0.0,3.632387574910785e-13,3.6323618722607967e-13,-2.570264998829638e-18
938,2,12,0.11875000000000002,5274.304265558383,5274.304655056962,0.0003894985784427263,1,3749.2255443930626,3749.2255443930626,31669.080105893314,6558046.841898162,6564586.779188115,6539.937289953232,23725180.928765826,23716564.1319108,-8616.796855024993,1.9526928344800577e-21,1.9526925208122954e-21,-3.1366776228166726e-28,3.248833632963727e-08,3.248832930602642e-08,-7.023610850421488e-15,1.3857919716017024e-07,1.3857585350505592e-07,-3.3436551143167305e-12,1.3595793561124222e-07,1.3595851201065394e-07,5.763994117142171e-13,1.3857919716017024e-07,1.3857585350505592e-07,-3.3436551143167305e-12,1.3595793561124222e-07,1.3595851201065394e-07,5.763994117142171e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088342089344385e-08,1.608833506573353e-08,-7.0236108537302104e-15,-0.0008385216165156528,-0.0008388038944577847,-2.8227794213186996e-07,0.017279134544694912,0.017279134544694912,0.0,3.6323846437664854e-13,3.6323589682682267e-13,-2.5675498258763177e-18
939,2,12,0.12000000000000002,5276.103103621144,5276.103493119724,0.000389498579352221,1,5606.5006789416075,5606.5006789416075,33858.76929496974,6566808.601104549,6573482.198591808,6673.597487258725,23721683.17632865,23713157.570655897,-8525.605672754347,1.9526931394531355e-21,1.9526928174051133e-21,-3.2204802212822744e-28,3.248830227117775e-08,3.2488295238297636e-08,-7.032880110634304e-15,1.3857823113286556e-07,1.3857489988297453e-07,-3.3312498910377864e-12,1.3595839837268705e-07,1.3595897540205485e-07,5.770293677989029e-13,1.3857823113286556e-07,1.3857489988297453e-07,-3.3312498910377864e-12,1.3595839837268705e-07,1.3595897540205485e-07,5.770293677989029e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088308030884857e-08,1.608830099800475e-08,-7.032880107325582e-15,-0.0008386831871158851,-0.0008389647724358351,-2.8158531995003955e-07,0.01728107711181629,0.01728107711181629,0.0,3.632381732741334e-13,3.632356084013181e-13,-2.564872815262045e-18
940,2,12,0.12125000000000001,5277.455083018802,5277.45547251738,0.0003894985784427263,1,7797.728913091123,7797.728913091123,36151.10681715608,6575700.44578024,6582416.737525567,6716.291745327413,23718276.306475278,23709802.403278664,-8473.903196614236,1.9526934360167038e-21,1.9526931060798597e-21,-3.299368440859744e-28,3.248826820355017e-08,3.248826116780665e-08,-7.035743518747387e-15,1.385772772272632e-07,1.3857395572682368e-07,-3.321500439535661e-12,1.3595886176601428e-07,1.359594389001193e-07,5.771341050110177e-13,1.385772772272632e-07,1.3857395572682368e-07,-3.321500439535661e-12,1.3595886176601428e-07,1.359594389001193e-07,5.771341050110177e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088273963257285e-08,1.6088266927513766e-08,-7.035743518747387e-15,-0.0008388440628948057,-0.0008391249954669,-2.8093257209427236e-07,0.017283019678937674,0.017283019678937674,0.0,3.6323788415557976e-13,3.6323532193172786e-13,-2.562223851896749e-18
941,2,12,0.12250000000000001,5278.541374439526,5278.541763938106,0.000389498579352221,1,10090.796401001513,10090.796401001513,38439.185791537166,6584631.402474193,6591349.12791465,6717.725440457463,23714920.76886636,23706476.44854234,-8444.320324018598,1.952693724663342e-21,1.9526933872337382e-21,-3.3742960381687278e-28,3.248823413317548e-08,3.2488227097960574e-08,-7.035214904013851e-15,1.3857633278900536e-07,1.3857301950782092e-07,-3.313281184445909e-12,1.3595932526507888e-07,1.3595990222609265e-07,5.769610137753067e-13,1.3857633278900536e-07,1.3857301950782092e-07,-3.313281184445909e-12,1.3595932526507888e-07,1.3595990222609265e-07,5.769610137753067e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.608823989288259e-08,1.608823285766769e-08,-7.035214900705129e-15,-0.0008390042838060108,-0.0008392845939686477,-2.803101626369653e-07,0.017284962246059056,0.017284962246059056,0.0,3.6323759700054253e-13,3.632350374026595e-13,-2.5595978830316686e-18
942,2,12,0.12375,5279.456634966678,5279.457024465258,0.000389498579352221,1,12379.070153772831,12379.070153772831,40668.76106105,6593560.237519829,6600258.793793627,6698.556273798458,23711594.41091588,23703167.085371368,-8427.325544513762,1.9526940057900823e-21,1.9526936611851726e-21,-3.446049097314672e-28,3.248820006345439e-08,3.248819303061664e-08,-7.0328377523694965e-15,1.3857539628978124e-07,1.3857209025595574e-07,-3.306033825494809e-12,1.359597885915523e-07,1.3596036522826872e-07,5.766367164117803e-13,1.3857539628978124e-07,1.3857209025595574e-07,-3.306033825494809e-12,1.359597885915523e-07,1.3596036522826874e-07,5.766367164382501e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.60882058231615e-08,1.6088198790323752e-08,-7.032837749060774e-15,-0.0008391638802480728,-0.0008394435916305731,-2.797113825003805e-07,0.01728690481318044,0.01728690481318044,0.0,3.632373117920594e-13,3.6323475479997705e-13,-2.556992082348574e-18
943,2,12,0.125,5280.254071258999,5280.254460757578,0.000389498579352221,1,14608.443396382034,14608.443396382034,42810.57508507371,6602466.384670306,6609134.901168564,6668.516498258337,23708284.627230063,23699867.050341897,-8417.576888166368,1.952694279715193e-21,1.9526939281879713e-21,-3.5152722180221663e-28,3.248816599624067e-08,3.248815896681427e-08,-7.029426399966324e-15,1.3857446675971423e-07,1.385711673108876e-07,-3.2994488266414157e-12,1.3596025159394934e-07,1.3596082782193424e-07,5.762279848982475e-13,1.3857446675971423e-07,1.385711673108876e-07,-3.2994488266414157e-12,1.3596025159394934e-07,1.3596082782193424e-07,5.762279848982475e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088171755947782e-08,1.6088164726521385e-08,-7.029426396657601e-15,-0.0008393228758962756,-0.0008396020071474997,-2.791312512240296e-07,0.01728884738030182,0.01728884738030182,0.0,3.632370285149729e-13,3.63234474110193e-13,-2.554404779936214e-18
944,2,12,0.12625,5280.966003211929,5280.966392710508,0.000389498579352221,1,16749.735866837204,16749.735866837204,44848.300703793764,6611339.011505699,6617971.608738858,6632.597233159468,23704984.163094733,23696572.138083003,-8412.025011729449,1.952694546692354e-21,1.9526941884452086e-21,-3.582471453430426e-28,3.248813193257178e-08,3.248812490715374e-08,-7.025418041536569e-15,1.3857354353847453e-07,1.3857025019795584e-07,-3.2933405186872073e-12,1.3596071418767384e-07,1.3596128995832704e-07,5.757706532017698e-13,1.3857354353847453e-07,1.3857025019795584e-07,-3.2933405186872073e-12,1.3596071418767384e-07,1.3596128995832704e-07,5.757706532017698e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088137692278895e-08,1.6088130666860847e-08,-7.025418048154014e-15,-0.0008394812894372272,-0.0008397598555092145,-2.785660719872851e-07,0.017290789947423203,0.017290789947423203,0.0,3.6323674715509234e-13,3.6323419532012866e-13,-2.5518349636797365e-18
945,2,12,0.1275,5281.613391078716,5281.613780577295,0.000389498579352221,1,18786.66751550138,18786.66751550138,46772.739379018545,6620172.275521938,6626765.792800734,6593.517278796062,23701688.81803783,23693279.920535684,-8408.897502146661,1.9526948069245384e-21,1.952694442121295e-21,-3.648032433394996e-28,3.248809787304684e-08,3.2488090851996986e-08,-7.0210498529229095e-15,1.385726261513659e-07,1.3856933856068233e-07,-3.287590683573076e-12,1.3596117632402656e-07,1.359617516081803e-07,5.75284153740465e-13,1.385726261513659e-07,1.3856933856068233e-07,-3.287590683573076e-12,1.3596117632402656e-07,1.359617516081803e-07,5.75284153740465e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088103632753955e-08,1.60880966117041e-08,-7.021049856231632e-15,-0.0008396391358518329,-0.0008399171489668067,-2.780131149737741e-07,0.017292732514544586,0.017292732514544586,0.0,3.632364676987333e-13,3.6323391841671053e-13,-2.5492820227862306e-18
946,2,12,0.12875,5282.210571273647,5282.210960772225,0.0003894985784427263,1,20710.07051704079,20710.07051704079,48578.81127793342,6628963.050966803,6635515.874990886,6552.824024083093,23698396.166793406,23689989.0199733,-8407.146820105612,1.952695060576079e-21,1.9526946893516386e-21,-3.712244404757816e-28,3.248806381802711e-08,3.248805680157621e-08,-7.016450900770682e-15,1.3857171424185845e-07,1.3856843212146276e-07,-3.2821203956954393e-12,1.3596163797377432e-07,1.359622127528348e-07,5.747790604765999e-13,1.3857171424185845e-07,1.3856843212146276e-07,-3.2821203956954393e-12,1.3596163797377432e-07,1.359622127528348e-07,5.747790604765999e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088069577734218e-08,1.6088062561283323e-08,-7.016450894153237e-15,-0.0008397964273849645,-0.0008400738977494271,-2.774703644625731e-07,0.017294675081665968,0.017294675081665968,0.0,3.6323619013244484e-13,3.6323364338684195e-13,-2.546745602886756e-18
947,2,12,0.13,5282.767784688801,5282.76817418738,0.000389498579352221,1,22514.88611306995,22514.88611306995,50263.90207401663,6637709.757308867,6644221.183715988,6511.426407121122,23695104.833232146,23686698.688250884,-8406.144981261343,1.952695307782327e-21,1.952694930250058e-21,-3.775322691752884e-28,3.248802976774431e-08,3.248802275605328e-08,-7.011691032210811e-15,1.3857080753229233e-07,1.385675306574214e-07,-3.2768748709220322e-12,1.3596209911827595e-07,1.359626733793737e-07,5.74261097764711e-13,1.3857080753229233e-07,1.385675306574214e-07,-3.2768748709220322e-12,1.3596209911827595e-07,1.359626733793737e-07,5.74261097764711e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6088035527451423e-08,1.608802851576039e-08,-7.011691032210811e-15,-0.0008399531742626642,-0.0008402301105929766,-2.7693633031233844e-07,0.01729661764878735,0.01729661764878735,0.0,3.6323591444284015e-13,3.6323337021732065e-13,-2.5442255195014564e-18
948,2,12,0.1325,5291.797913084016,5291.7986920811745,0.000778997158704442,2,1050.9276961311698,1050.9276961311698,46686.3954789415,6648267.367868518,6658934.496618063,10667.128749544732,23696874.252187345,23679128.749983564,-17745.502203781158,1.952696168006797e-21,1.9526954270466903e-21,-7.409601066357383e-28,3.248796872779565e-08,3.248795490421834e-08,-1.3823577308760932e-14,1.385722781875535e-07,1.3856562567912319e-07,-6.6525084303250986e-12,1.3596244324908351e-07,1.3596357504245936e-07,1.131793375845145e-12,1.385722781875535e-07,1.3856562567912319e-07,-6.6525084303250986e-12,1.3596244324908351e-07,1.3596357504245936e-07,1.131793375845145e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087974487502765e-08,1.6087960663925456e-08,-1.3823577308760932e-14,-0.0008399887212411361,-0.0008405438130305587,-5.550917894225904e-07,0.017300502783030115,0.017300502783030115,0.0,3.6323791299967957e-13,3.6323282807634627e-13,-5.08492333330925e-18
949,2,12,0.13375,5292.397432487619,5292.397821986198,0.000389498579352221,1,20629.724715441465,20629.724715441465,52018.68807828426,6661124.982704929,6669169.624865392,8044.642160463147,23684245.195600484,23676328.8190358,-7916.376564685255,1.9526960453938223e-21,1.9526956441276932e-21,-4.0126612905488787e-28,3.248792787025885e-08,3.248792079075502e-08,-7.0795038282235e-15,1.3856800035505684e-07,1.3856477605025812e-07,-3.2243047987134173e-12,1.3596346144535856e-07,1.3596404087229086e-07,5.794269323020119e-13,1.3856800035505684e-07,1.3856477605025812e-07,-3.2243047987134173e-12,1.3596346144535856e-07,1.3596404087229086e-07,5.794269323020119e-13,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087933629965958e-08,1.6087926550462133e-08,-7.079503824914778e-15,-0.0008404230825926895,-0.0008406980110717832,-2.7492847909371676e-07,0.017302445350151494,0.017302445350151494,0.0,3.6323509705995027e-13,3.632325604776524e-13,-2.5365822978895583e-18
950,2,12,0.13625,5296.267092029716,5296.267871026875,0.000778997158704442,2,2813.715230256319,2813.715230256319,49902.217020854354,6673197.657452891,6684467.665161547,11270.007708656602,23686503.294463873,23669150.66774778,-17352.62671609223,1.9526968817287197e-21,1.9526960982608073e-21,-7.8346791242915674e-28,3.248786676297819e-08,3.248785290766502e-08,-1.3855313171605048e-14,1.3856952202768717e-07,1.3856292805336344e-07,-6.593974323722464e-12,1.359638107628712e-07,1.3596494439572717e-07,1.1336328559620548e-12,1.3856952202768717e-07,1.3856292805336344e-07,-6.593974323722464e-12,1.359638107628712e-07,1.3596494439572717e-07,1.1336328559620548e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087872522685305e-08,1.6087858667372137e-08,-1.3855313168296326e-14,-0.0008404566090667309,-0.0008410081249401458,-5.515158734148429e-07,0.017306330484394263,0.017306330484394263,0.0,3.6323709921284876e-13,3.6323202932058574e-13,-5.069892263015457e-18
951,2,12,0.13875,5309.231424099243,5309.232203096401,0.0007789971577949473,2,709.534175157547,709.534175157547,51178.961679659784,6688493.197052859,6701196.97808371,12703.781030851416,23679326.136634216,23662448.947594684,-16877.189039532095,1.9526973357546087e-21,1.952696522620733e-21,-8.131338757740792e-28,3.248779887970002e-08,3.248778496554046e-08,-1.3914159561388234e-14,1.3856767311801359e-07,1.385611363369687e-07,-6.5367810448908145e-12,1.3596471433827908e-07,1.3596585228116592e-07,1.13794288684357e-12,1.3856767311801359e-07,1.385611363369687e-07,-6.5367810448908145e-12,1.3596471433827908e-07,1.3596585228116592e-07,1.13794288684357e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087804639407128e-08,1.608779072524757e-08,-1.3914159558079512e-14,-0.000840766713863017,-0.0008413157214071099,-5.490075440928166e-07,0.017310215618637027,0.017310215618637027,0.0,3.6323656532837715e-13,3.6323150537579865e-13,-5.059952578501655e-18
952,2,12,0.14125000000000001,5314.399485009766,5314.400264006925,0.000778997158704442,2,1983.9847527444363,1983.9847527444363,52653.19157217443,6705207.2600086685,6718026.660540521,12819.400531852618,23672623.227777306,23655884.83549779,-16738.392279516906,1.9526977600192727e-21,1.952696920691338e-21,-8.393279347394411e-28,3.2487730938004384e-08,3.2487717023760954e-08,-1.3914243430884902e-14,1.3856588035730773e-07,1.385593738409648e-07,-6.5065163429360964e-12,1.3596562222935732e-07,1.3596675967552795e-07,1.137446170629674e-12,1.3856588035730773e-07,1.385593738409648e-07,-6.5065163429360964e-12,1.3596562222935732e-07,1.3596675967552795e-07,1.137446170629674e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.60877366977115e-08,1.608772278346807e-08,-1.3914243430884902e-14,-0.000841074302299738,-0.000841621096598244,-5.467942985060148e-07,0.01731410075287979,0.01731410075287979,0.0,3.632360387316257e-13,3.632309884734148e-13,-5.0502582108976895e-18
953,2,12,0.14375000000000002,5317.689828166733,5317.690607163891,0.000778997158704442,2,3450.7672029584646,3450.7672029584646,53853.00048753619,6722002.307613829,6734754.730696218,12752.423082388937,23666057.602823563,23649367.142262742,-16690.460560820997,1.952698158000604e-21,1.9526972942973368e-21,-8.63703267340578e-28,3.248766299673416e-08,3.2487649097071475e-08,-1.3899662685140205e-14,1.385641168257084e-07,1.3855763371157563e-07,-6.483114132778141e-12,1.359665296241271e-07,1.3596766537760373e-07,1.1357534766373724e-12,1.385641168257084e-07,1.3855763371157563e-07,-6.483114132778141e-12,1.359665296241271e-07,1.3596766537760373e-07,1.1357534766373724e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087668756441276e-08,1.6087654856778585e-08,-1.389966269175765e-14,-0.0008413796698478748,-0.0008419243927237918,-5.447228759170031e-07,0.017317985887122557,0.017317985887122557,0.0,3.632355192205007e-13,3.632304784809138e-13,-5.040739586912636e-18
954,2,12,0.14625000000000002,5320.312321484203,5320.313100481361,0.000778997158704442,2,4640.6616023778915,4640.6616023778915,54662.29504842311,6738696.560415706,6751337.636826417,12641.076410711743,23659538.309617538,23642864.61053692,-16673.699080616236,1.9526985315217792e-21,1.9526976446492696e-21,-8.868725096358505e-28,3.2487595070579476e-08,3.2487581190205756e-08,-1.3880373719993085e-14,1.3856237567407256e-07,1.3855591291946465e-07,-6.462754607903533e-12,1.3596743532500988e-07,1.3596856900388874e-07,1.1336788788619692e-12,1.3856237567407256e-07,1.3855591291946465e-07,-6.462754607903533e-12,1.3596743532500988e-07,1.3596856900388874e-07,1.1336788788619692e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087600830286586e-08,1.608758694991287e-08,-1.3880373716684363e-14,-0.0008416829585542462,-0.0008422257014997214,-5.427429454751831e-07,0.01732187102136532,0.01732187102136532,0.0,3.6323500664860894e-13,3.632299752707095e-13,-5.0313778994461815e-18
955,2,12,0.14875000000000002,5322.644482595006,5322.6452615921635,0.0007789971577949473,2,5437.995160847902,5437.995160847902,55087.827696591616,6755261.446717161,6767751.086720163,12489.640003002249,23653034.217117775,23636370.336319566,-16663.88079820946,1.952698881794821e-21,1.9526979725822133e-21,-9.092126078689342e-28,3.248752716399343e-08,3.2487513304817525e-08,-1.3859175906542324e-14,1.385606538727803e-07,1.3855420974626274e-07,-6.444126517555377e-12,1.3596833894832175e-07,1.3596947039943324e-07,1.1314511114834393e-12,1.385606538727803e-07,1.3855420974626274e-07,-6.444126517555377e-12,1.3596833894832175e-07,1.3596947039943324e-07,1.1314511114834393e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087532923700544e-08,1.6087519064524638e-08,-1.3859175906542324e-14,-0.00084198425880877,-0.0008425250858710154,-5.408270622453415e-07,0.017325756155608083,0.017325756155608083,0.0,3.6323450090535093e-13,3.632294787396772e-13,-5.022165673732016e-18
956,2,12,0.15125000000000002,5324.865292778045,5324.866071775204,0.000778997158704442,2,5813.996192358434,5813.996192358434,55114.99957290292,6771676.7377156075,6783999.704908607,12322.967192999087,23646538.342148356,23629882.078111283,-16656.26403707266,1.9526992096490263e-21,1.952698278710141e-21,-9.309388851453518e-28,3.248745927915214e-08,3.248744544224235e-08,-1.3836909786021727e-14,1.385589497033838e-07,1.3855252305790995e-07,-6.426645473851027e-12,1.3596924034170155e-07,1.359703694805688e-07,1.1291388672591484e-12,1.385589497033838e-07,1.3855252305790995e-07,-6.426645473851027e-12,1.3596924034170155e-07,1.359703694805688e-07,1.1291388672591484e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087465038859254e-08,1.6087451201949468e-08,-1.3836909786021727e-14,-0.000842283635991592,-0.000842822596042847,-5.389600512550885e-07,0.017329641289850848,0.017329641289850848,0.0,3.632340018374052e-13,3.6322898873808196e-13,-5.013099323267676e-18
957,2,12,0.15375000000000003,5327.082709767271,5327.08348876443,0.000778997158704442,2,5825.53366394341,5825.53366394341,54730.37987301499,6787914.181362445,6800093.964590671,12179.783228226006,23640048.550197184,23623400.07892198,-16648.47127520293,1.952699515703079e-21,1.95269856353453e-21,-9.521685489723889e-28,3.248739141686067e-08,3.248737760305912e-08,-1.3813801549315438e-14,1.385572620307188e-07,1.3855085202529037e-07,-6.410005428434169e-12,1.3597013941928035e-07,1.359712661799793e-07,1.1267606989370288e-12,1.385572620307188e-07,1.3855085202529037e-07,-6.410005428434169e-12,1.3597013941928035e-07,1.359712661799793e-07,1.1267606989370288e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.608739717656778e-08,1.6087383362766235e-08,-1.3813801546006715e-14,-0.0008425811378005577,-0.000843118271334653,-5.371335340953465e-07,0.017333526424093613,0.017333526424093613,0.0,3.632335093394276e-13,3.632285051631664e-13,-5.004176261195238e-18
958,2,12,0.15625000000000003,5329.417863740813,5329.418642737972,0.000778997158704442,2,5425.119271464646,5425.119271464646,53948.66634847224,6803997.141591669,6816037.409220714,12040.267629045062,23633564.98616817,23616925.38500449,-16639.60116367787,1.9526998004534865e-21,1.9526988274857333e-21,-9.729677531628441e-28,3.248732357822441e-08,3.2487309788289784e-08,-1.378993462916876e-14,1.3855559002565706e-07,1.3854919599845928e-07,-6.394027197784618e-12,1.3597103611601047e-07,1.3597216043952497e-07,1.1243235144942818e-12,1.3855559002565706e-07,1.3854919599845928e-07,-6.394027197784618e-12,1.3597103611601047e-07,1.3597216043952497e-07,1.1243235144942818e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087329337931526e-08,1.6087315547996894e-08,-1.3789934632477482e-14,-0.0008428768060226854,-0.0008434121486315949,-5.353426089094171e-07,0.017337411558336378,0.017337411558336378,0.0,3.63233023260428e-13,3.6322802786576837e-13,-4.995394659629321e-18
959,2,12,0.15875000000000003,5332.044904170259,5332.045683167416,0.0007789971577949473,2,4626.417985096574,4626.417985096574,52784.92704359442,6819929.441901144,6831833.800636774,11904.358735630289,23627088.746883348,23610459.30782593,-16629.439057417214,1.9527000643327646e-21,1.952699070960131e-21,-9.933726337296154e-28,3.24872557639997e-08,3.248724199867197e-08,-1.3765327733098426e-14,1.3855393303755604e-07,1.3854755444111705e-07,-6.3785964389925306e-12,1.359719303726287e-07,1.3597305220157192e-07,1.1218289432252511e-12,1.3855393303755604e-07,1.3854755444111705e-07,-6.3785964389925306e-12,1.359719303726287e-07,1.3597305220157192e-07,1.1218289432252511e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.6087261523706814e-08,1.608724775837908e-08,-1.3765327733098426e-14,-0.0008431706762899172,-0.0008437042606739276,-5.335843840104104e-07,0.017341296692579142,0.017341296692579142,0.0,3.6323254347340473e-13,3.632275567207313e-13,-4.986752673417956e-18
960,2,12,0.16125000000000003,5335.337642839187,5335.338421836345,0.000778997158704442,2,3444.8642169237137,3444.8642169237137,51254.021971061826,6835714.983814172,6847486.02310491,11771.03929073736,23620621.137892358,23604003.133189008,-16618.004703350365,1.952700307827679e-21,1.9526992944189573e-21,-1.0134087216576863e-27,3.2487187974953446e-08,3.248717423495245e-08,-1.3740000997989269e-14,1.3855229068149807e-07,1.3854592701972083e-07,-6.3636617772332546e-12,1.3597282213163364e-07,1.359739414103625e-07,1.1192787288531379e-12,1.3855229068149807e-07,1.3854592701972083e-07,-6.3636617772332546e-12,1.3597282213163364e-07,1.359739414103625e-07,1.1192787288531379e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.608719373466056e-08,1.6087179994659558e-08,-1.3740001001297992e-14,-0.0008434627837774489,-0.0008439946406522125,-5.318568747636476e-07,0.017345181826821907,0.017345181826821907,0.0,3.632320699274459e-13,3.6322709167824704e-13,-4.978249198862697e-18
961,2,12,0.16375000000000003,5340.708692535839,5340.709471532998,0.000778997158704442,2,1894.9202754497528,1894.9202754497528,49372.64955287427,6851356.510298595,6862997.618251882,11641.10795328673,23614163.448035236,23597519.97524212,-16643.472793117166,1.9527005313123787e-21,1.952699498237567e-21,-1.0330748117362087e-27,3.2487120211812576e-08,3.248710649783192e-08,-1.3713980655392874e-14,1.3855066247203595e-07,1.385443133231995e-07,-6.349148836449516e-12,1.3597371133718289e-07,1.359748280122843e-07,1.116675101403934e-12,1.3855066247203595e-07,1.385443133231995e-07,-6.349148836449516e-12,1.3597371133718289e-07,1.359748280122843e-07,1.116675101403934e-12,-1.6399994240292887e-08,-1.6399994240292887e-08,0.0,1.608712597151969e-08,1.6087112257539037e-08,-1.3713980652084152e-14,-0.0008437531592455638,-0.0008442833187403131,-5.301594947493271e-07,0.017349066961064672,0.017349066961064672,0.0,3.632316024965821e-13,3.6322663261331813e-13,-4.969883263985933e-18
